query	n_hits	best_any_pident	best_nonself_target	best_nonself_pident	best_nonself_cov%	best_nonself_bits	n_hom_30id50cov	n_hom_50id50cov	novel30	novel50
OR256026_41	71	98.9	AFDB:AF-0000000000159966	98.9	44.0	894.0	3	0	False	True
OR260414_77	438	81.6	AFDB:AF-A0A706LZH8-F1	81.6	87.0	919.0	248	201	False	False
OR287807_54	1	46.0	AFDB:AF-0000000000327918	46.0	81.0	141.0	1	0	False	True
OR287812_44	72	98.2	AFDB:AF-0000000000159966	98.0	44.0	891.0	3	0	False	True
OR290821_2	71	98.5	AFDB:AF-0000000000159966	98.4	44.0	888.0	3	0	False	True
OR387547_24	69	98.5	AFDB:AF-0000000000159966	98.0	44.0	890.0	3	0	False	True
OR387886_5	71	98.9	AFDB:AF-0000000000159966	99.3	44.0	899.0	3	0	False	True
OR449012_35	130	91.1	AFDB:AF-0000000003546393	91.1	51.0	1043.0	8	5	False	False
OR492660_32	126	47.0	AFDB:AF-A0AB74GKH7-F1	47.0	80.0	607.0	2	0	False	True
OR532809_40	27	98.5	AFDB:AF-0000000000022026	55.1	82.0	627.0	6	1	False	False
OR532810_44	70	98.8	AFDB:AF-0000000000159966	97.5	44.0	882.0	3	0	False	True
OR532819_20	126	37.5	AFDB:AF-0000000000074597	37.5	74.0	389.0	1	0	False	True
OR532822_42	72	98.5	AFDB:AF-0000000000159966	98.0	44.0	889.0	3	0	False	True
OR532823_1	72	98.5	AFDB:AF-0000000000159966	98.9	40.0	758.0	3	2	False	False
OR532830_7	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	702.0	1	1	False	False
OR532831_7	1	54.8	AFDB:AF-0000000000327918	54.8	100.0	701.0	1	1	False	False
OR532832_7	1	54.8	AFDB:AF-0000000000327918	54.8	100.0	701.0	1	1	False	False
OR532837_7	1	54.8	AFDB:AF-0000000000327918	54.8	100.0	701.0	1	1	False	False
OR532838_7	1	55.1	AFDB:AF-0000000000327918	55.1	100.0	711.0	1	1	False	False
OR532843_7	1	54.4	AFDB:AF-0000000000327918	54.4	100.0	702.0	1	1	False	False
OR532847_10	3	83.8	AFDB:AF-0000000000327918	83.8	100.0	1110.0	1	1	False	False
OR532853_20	126	37.6	AFDB:AF-0000000000074597	37.6	74.0	388.0	1	0	False	True
OR532858_45	71	96.9	AFDB:AF-0000000000159966	94.9	44.0	863.0	3	0	False	True
OR532868_44	71	97.3	AFDB:AF-0000000000159966	95.7	44.0	873.0	3	0	False	True
OR532872_20	126	37.3	AFDB:AF-0000000000074597	37.3	74.0	385.0	1	0	False	True
OR532877_43	71	97.2	AFDB:AF-0000000000159966	95.5	44.0	870.0	3	0	False	True
OR532880_40	27	97.9	AFDB:AF-0000000000022026	54.7	82.0	626.0	6	1	False	False
OR532883_11	3	81.3	AFDB:AF-0000000000327918	81.3	101.0	1075.0	1	1	False	False
OR532886_20	126	37.1	AFDB:AF-0000000000074597	37.1	74.0	382.0	1	0	False	True
OR532888_7	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	701.0	1	1	False	False
OR532893_7	1	56.4	AFDB:AF-0000000000327918	56.4	100.0	730.0	1	1	False	False
OR532898_7	1	55.7	AFDB:AF-0000000000327918	55.7	100.0	720.0	1	1	False	False
OR532900_7	1	54.6	AFDB:AF-0000000000327918	54.6	100.0	699.0	1	1	False	False
OR532907_40	27	98.2	AFDB:AF-0000000000022026	54.7	82.0	622.0	6	1	False	False
OR684907_38	71	98.6	AFDB:AF-0000000000159966	97.8	44.0	888.0	3	0	False	True
OR710291_116	416	98.2	AFDB:AF-0000000000000292	98.2	48.0	948.0	152	10	False	False
OR729889_201	400	74.6	AFDB:AF-A0A706LZH8-F1	74.6	87.0	870.0	247	200	False	False
OR729889_204	118	82.3	AFDB:AF-0000000000095512	82.3	60.0	973.0	5	5	False	False
OR757456_21	340	98.8	AFDB:AF-A0A753GAT2-F1	92.8	100.0	1072.0	301	95	False	False
OR776998_155	119	87.7	AFDB:AF-0000000000095516	87.7	55.0	932.0	10	6	False	False
OR844942_55	405	79.0	AFDB:AF-A0A5V3UY86-F1	79.0	87.0	964.0	223	12	False	False
OR844942_56	130	91.3	AFDB:AF-0000000003546393	91.3	51.0	1044.0	8	5	False	False
OR863360_190	129	91.3	AFDB:AF-0000000003546393	91.3	51.0	1044.0	8	5	False	False
OR863362_185	405	78.8	AFDB:AF-A0A5V3UY86-F1	78.8	87.0	959.0	223	12	False	False
OR863362_186	134	98.6	AFDB:AF-0000000000064322	96.8	51.0	1096.0	5	4	False	False
OR885871_41	83	73.7	AFDB:AF-A0A5Y2SAZ1-F1	73.7	61.0	957.0	12	7	False	False
OR915848_34	65	83.2	AFDB:AF-0000000000021939	83.2	100.0	1720.0	4	3	False	False
OR921208_19	425	73.4	AFDB:AF-A0A706LZH8-F1	73.4	93.0	880.0	254	207	False	False
OR939735_4	425	73.3	AFDB:AF-A0A706LZH8-F1	73.3	93.0	878.0	254	207	False	False
OU509534_56	1	54.0	AFDB:AF-0000000000327918	54.0	100.0	698.0	1	1	False	False
OX335359_41	70	98.2	AFDB:AF-0000000000159966	98.2	44.0	889.0	3	0	False	True
OX335360_5	70	97.8	AFDB:AF-0000000000159966	96.2	44.0	876.0	3	0	False	True
OX335378_44	65	79.9	AFDB:AF-0000000000021939	79.9	99.0	997.0	5	3	False	False
OX335379_1	1	55.1	AFDB:AF-0000000000327918	55.1	100.0	710.0	1	1	False	False
OX335394_44	70	98.3	AFDB:AF-0000000000159966	98.2	44.0	889.0	3	0	False	True
OX335401_5	70	97.6	AFDB:AF-0000000000159966	96.6	44.0	880.0	3	0	False	True
OX335402_48	60	99.3	AFDB:AF-0000000000225123	87.8	47.0	856.0	29	26	False	False
OX335408_5	70	97.7	AFDB:AF-0000000000159966	96.9	44.0	882.0	3	0	False	True
OX335413_43	70	97.7	AFDB:AF-0000000000159966	96.0	44.0	874.0	3	0	False	True
OX335426_44	71	97.9	AFDB:AF-0000000000159966	96.2	44.0	875.0	3	0	False	True
OX335427_5	70	97.8	AFDB:AF-0000000000159966	96.2	44.0	877.0	3	0	False	True
OX335428_53	1	55.1	AFDB:AF-0000000000327918	55.1	100.0	710.0	1	1	False	False
OX335433_5	70	97.9	AFDB:AF-0000000000159966	96.2	44.0	877.0	3	0	False	True
OX335438_5	70	97.7	AFDB:AF-0000000000159966	96.2	44.0	876.0	3	0	False	True
OX335441_7	65	82.9	AFDB:AF-0000000000021939	82.9	100.0	1715.0	4	3	False	False
OY757088_53	66	88.5	AFDB:AF-0000000001591326	88.5	79.0	1023.0	31	21	False	False
OY978777_54	69	95.0	AFDB:AF-A0A9Q9J844-F1	95.0	67.0	1043.0	28	28	False	False
OY979392_47	97	73.0	AFDB:AF-0000000000022026	73.0	38.0	472.0	3	0	False	True
OY979398_10	1	92.6	AFDB:AF-0000000000327918	92.6	100.0	1215.0	1	1	False	False
OY979411_8	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	702.0	1	1	False	False
PP357452_6	65	83.1	AFDB:AF-0000000000021939	83.1	100.0	1719.0	4	3	False	False
PP357453_5	72	96.0	AFDB:AF-0000000000159966	94.6	44.0	863.0	3	0	False	True
PP357455_6	71	98.9	AFDB:AF-0000000000159966	98.4	44.0	891.0	3	0	False	True
PP357456_16	72	97.9	AFDB:AF-0000000000159966	97.3	44.0	886.0	3	0	False	True
PP357457_6	70	98.9	AFDB:AF-0000000000159966	98.0	44.0	888.0	3	1	False	False
PP357459_7	72	98.0	AFDB:AF-0000000000159966	97.5	44.0	888.0	3	0	False	True
PP357461_39	71	98.4	AFDB:AF-0000000000159966	97.5	44.0	885.0	3	0	False	True
PP357462_2	69	98.5	AFDB:AF-0000000000159966	98.2	44.0	890.0	3	0	False	True
PP357464_1	71	98.6	AFDB:AF-0000000000159966	97.8	44.0	884.0	3	0	False	True
PP357466_39	70	98.9	AFDB:AF-0000000000159966	99.1	44.0	898.0	3	0	False	True
PP357467_6	70	99.1	AFDB:AF-0000000000159966	98.9	44.0	895.0	3	0	False	True
PP357469_25	70	99.1	AFDB:AF-0000000000159966	98.4	44.0	890.0	3	0	False	True
PP357470_6	71	98.5	AFDB:AF-0000000000159966	97.5	44.0	880.0	3	0	False	True
PP357471_44	71	98.7	AFDB:AF-0000000000159966	98.0	44.0	887.0	3	0	False	True
PP357472_5	71	98.8	AFDB:AF-0000000000159966	98.9	44.0	894.0	3	1	False	False
PP357473_28	71	98.5	AFDB:AF-0000000000159966	97.5	44.0	885.0	3	0	False	True
PP357474_40	71	98.1	AFDB:AF-0000000000159966	97.5	44.0	884.0	3	0	False	True
PP357475_6	70	99.0	AFDB:AF-0000000000159966	99.1	44.0	898.0	3	1	False	False
PP357476_23	70	99.3	AFDB:AF-0000000000159966	98.7	44.0	893.0	3	0	False	True
PP357477_27	71	97.4	AFDB:AF-0000000000159966	96.4	44.0	877.0	3	0	False	True
PP357478_8	71	99.2	AFDB:AF-0000000000159966	98.4	44.0	891.0	3	0	False	True
PP357479_2	71	99.3	AFDB:AF-0000000000159966	98.7	44.0	893.0	3	0	False	True
PP357480_22	71	98.4	AFDB:AF-0000000000159966	98.2	44.0	889.0	3	0	False	True
PP357481_9	69	98.6	AFDB:AF-0000000000159966	98.2	44.0	890.0	3	0	False	True
PP357482_2	69	98.5	AFDB:AF-0000000000159966	98.2	44.0	890.0	3	0	False	True
PP442062_11	1	56.0	AFDB:AF-0000000000327918	56.0	100.0	729.0	1	1	False	False
PP454753_42	70	97.9	AFDB:AF-0000000000159966	96.6	44.0	880.0	3	0	False	True
PP533474_197	119	66.1	AFDB:AF-0000000005973263	66.1	75.0	694.0	13	10	False	False
PP533474_199	424	73.1	AFDB:AF-A0A5V3UY86-F1	73.1	93.0	941.0	256	12	False	False
PP533474_200	125	95.6	AFDB:AF-0000000000095512	95.6	51.0	947.0	8	6	False	False
PP542034_40	71	98.1	AFDB:AF-0000000000159966	97.5	44.0	887.0	3	0	False	True
PP588724_15	116	99.2	AFDB:AF-0000000000192189	99.2	66.0	1531.0	5	4	False	False
PP588724_16	424	84.6	AFDB:AF-A0A5V3UY86-F1	84.6	77.0	939.0	253	12	False	False
PP588724_18	138	93.2	AFDB:AF-0000000000021910	93.2	97.0	1393.0	5	4	False	False
PP646059_44	71	98.0	AFDB:AF-0000000000159966	96.4	44.0	874.0	3	0	False	True
PP663283_52	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	715.0	1	1	False	False
PP663284_1	126	37.0	AFDB:AF-0000000000074597	37.0	74.0	382.0	1	0	False	True
PP706106_45	418	84.5	AFDB:AF-A0A717WX04-F1	84.5	78.0	900.0	253	12	False	False
PP706106_46	126	97.0	AFDB:AF-0000000000064322	94.3	51.0	1070.0	5	4	False	False
PP734006_40	70	98.4	AFDB:AF-0000000000159966	97.1	44.0	881.0	3	0	False	True
PP761450_176	72	95.6	AFDB:AF-0000000010734504	95.6	42.0	935.0	0	0	True	True
PP836776_47	1	55.1	AFDB:AF-0000000000327918	55.1	100.0	707.0	1	1	False	False
PP848839_42	72	97.9	AFDB:AF-0000000000159966	96.4	44.0	877.0	3	0	False	True
PP848840_43	71	97.6	AFDB:AF-0000000000159966	96.4	44.0	877.0	3	0	False	True
PP848843_42	72	97.8	AFDB:AF-0000000000159966	97.1	44.0	885.0	3	0	False	True
PP848846_41	71	98.6	AFDB:AF-0000000000159966	98.2	44.0	890.0	4	1	False	False
PP848847_44	70	98.0	AFDB:AF-0000000000159966	96.6	44.0	879.0	3	0	False	True
PP848852_42	72	97.9	AFDB:AF-0000000000159966	97.3	44.0	884.0	4	1	False	False
PP848853_40	72	98.0	AFDB:AF-0000000000159966	96.6	44.0	879.0	3	0	False	True
PP848854_40	71	98.0	AFDB:AF-0000000000159966	98.0	44.0	891.0	3	0	False	True
PP856726_201	124	96.6	AFDB:AF-0000000000053468	80.6	61.0	956.0	10	10	False	False
PP856728_8	418	78.1	AFDB:AF-A0A5V3UY86-F1	78.1	87.0	944.0	253	12	False	False
PP856729_67	124	96.0	AFDB:AF-0000000000053468	80.6	61.0	956.0	10	10	False	False
PP856729_68	418	83.4	AFDB:AF-A0A717WX04-F1	83.4	78.0	899.0	253	12	False	False
PP882722_23	1	55.4	AFDB:AF-0000000000327918	55.4	100.0	719.0	1	1	False	False
PP889474_7	1	54.3	AFDB:AF-0000000000327918	54.3	100.0	692.0	1	1	False	False
PP889484_7	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	703.0	1	1	False	False
PP889490_200	1	58.6	AFDB:AF-0000000000074597	58.6	100.0	390.0	1	1	False	False
PP926505_56	419	95.1	AFDB:AF-0000000000000292	95.1	47.0	913.0	240	194	False	False
PP934444_49	1	54.8	AFDB:AF-0000000000327918	54.8	100.0	706.0	1	1	False	False
PP934445_41	126	37.5	AFDB:AF-0000000000074597	37.5	74.0	387.0	1	0	False	True
PP978612_38	72	97.6	AFDB:AF-0000000000159966	97.1	44.0	881.0	3	0	False	True
PP994976_140	418	74.9	AFDB:AF-A0A706LZH8-F1	74.9	87.0	874.0	248	198	False	False
PP994976_141	123	91.5	AFDB:AF-0000000003546393	91.5	51.0	1046.0	8	5	False	False
PQ126513_12	439	81.6	AFDB:AF-A0A706LZH8-F1	81.6	87.0	919.0	248	201	False	False
PQ133004_36	126	37.3	AFDB:AF-0000000000074597	37.3	74.0	384.0	1	0	False	True
PQ133005_50	1	55.5	AFDB:AF-0000000000327918	55.5	100.0	723.0	1	1	False	False
PQ133006_50	1	55.5	AFDB:AF-0000000000327918	55.5	100.0	723.0	1	1	False	False
PQ133594_15	70	99.1	AFDB:AF-0000000000159966	98.7	44.0	893.0	3	0	False	True
PQ133603_40	71	97.7	AFDB:AF-0000000000159966	96.4	44.0	878.0	3	0	False	True
PQ133604_38	20	48.0	AFDB:AF-0000000015403476	48.0	93.0	550.0	11	1	False	False
PQ133613_14	126	46.9	AFDB:AF-A0AB74GKH7-F1	46.9	80.0	604.0	2	0	False	True
PQ133615_1	1	55.7	AFDB:AF-0000000000327918	55.7	100.0	724.0	1	1	False	False
PQ288045_3	71	98.5	AFDB:AF-0000000000159966	97.8	44.0	882.0	3	0	False	True
PQ305823.1_43	126	37.5	AFDB:AF-0000000000074597	37.5	74.0	387.0	1	0	False	True
PQ306799_157	417	77.1	AFDB:AF-A0A706LZH8-F1	77.1	83.0	871.0	247	200	False	False
PQ306799_158	74	87.0	AFDB:AF-0000000000095516	87.0	54.0	921.0	8	6	False	False
PQ308734_53	3	83.6	AFDB:AF-0000000000327918	83.6	100.0	1108.0	1	1	False	False
PQ359445_35	70	97.5	AFDB:AF-0000000000159966	97.5	44.0	888.0	3	0	False	True
PQ360875_158	57	85.6	AFDB:AF-0000000000043468	85.6	57.0	962.0	48	47	False	False
PQ362313_49	1	54.1	AFDB:AF-0000000000327918	54.1	100.0	692.0	1	1	False	False
PQ394119_47	1	54.3	AFDB:AF-0000000000327918	54.3	100.0	695.0	1	1	False	False
PQ434564_12	71	98.2	AFDB:AF-0000000000159966	96.9	44.0	879.0	3	0	False	True
PQ465216_33	424	77.2	AFDB:AF-A0A706LZH8-F1	77.2	87.0	877.0	248	201	False	False
PQ530295_5	1	55.5	AFDB:AF-0000000000327918	55.5	100.0	722.0	1	1	False	False
PQ569991.1_196	130	91.3	AFDB:AF-0000000003546393	91.3	51.0	1044.0	8	5	False	False
PQ569991.1_197	427	84.6	AFDB:AF-A0A5V3UY86-F1	84.6	77.0	940.0	253	12	False	False
PQ570679_50	3	95.7	AFDB:AF-0000000015242965	28.4	86.0	161.0	0	0	True	True
PQ657801_7	3	82.6	AFDB:AF-0000000000327918	82.6	101.0	1085.0	1	1	False	False
PQ663821_42	104	93.7	AFDB:AF-0000000006733425	93.7	67.0	1071.0	52	52	False	False
PQ678705_1	1	54.8	AFDB:AF-0000000000327918	54.8	100.0	706.0	1	1	False	False
PQ678706_30	1	54.6	AFDB:AF-0000000000327918	54.6	100.0	704.0	1	1	False	False
PQ741857_7	1	56.6	AFDB:AF-0000000000327918	56.6	100.0	738.0	1	1	False	False
PQ793761_39	71	98.2	AFDB:AF-0000000000159966	98.4	44.0	892.0	3	0	False	True
PQ821643_69	126	37.3	AFDB:AF-0000000000074597	37.3	74.0	385.0	1	0	False	True
PQ900155_40	20	100.0	AFDB:AF-0000000000236238	64.2	77.0	682.0	1	1	False	False
PQ963940_37	126	47.0	AFDB:AF-A0AB74GKH7-F1	47.0	80.0	605.0	2	0	False	True
PQ998983_10	85	80.1	AFDB:AF-0000000011481357	80.1	64.0	889.0	18	18	False	False
PV112475_1	425	65.7	AFDB:AF-A0A5W5JDH1-F1	65.7	87.0	334.0	306	274	False	False
PV112475_82	247	86.7	AFDB:AF-A0A706LZH8-F1	86.7	100.0	688.0	209	207	False	False
PV173012_43	70	97.6	AFDB:AF-0000000000159966	96.2	44.0	870.0	3	0	False	True
PV173014_6	70	98.1	AFDB:AF-0000000000159966	96.9	44.0	879.0	3	1	False	False
PV231795_49	1	55.7	AFDB:AF-0000000000327918	55.7	100.0	719.0	1	1	False	False
PV636258.1_11	413	74.6	AFDB:AF-A0A706LZH8-F1	74.6	87.0	874.0	253	162	False	False
PV644008_5	20	47.4	AFDB:AF-0000000013980450	47.4	93.0	556.0	11	1	False	False
PV730299_13	69	92.4	AFDB:AF-0000000000236206	92.4	47.0	916.0	3	3	False	False
PV804878_49	73	70.6	AFDB:AF-0000000006817895	70.6	45.0	530.0	0	0	True	True
PV853808_5	71	96.3	AFDB:AF-0000000000159966	94.4	44.0	858.0	3	0	False	True
PV854167_42	72	98.2	AFDB:AF-0000000000159966	98.0	44.0	889.0	3	0	False	True
PV854173_41	71	98.2	AFDB:AF-0000000000159966	96.0	44.0	874.0	3	0	False	True
PV854174_40	70	98.5	AFDB:AF-0000000000159966	97.5	44.0	884.0	3	0	False	True
PV872879_1	1	56.3	AFDB:AF-0000000000327918	56.3	100.0	729.0	1	1	False	False
PX060903.1_7	1	55.7	AFDB:AF-0000000000327918	55.7	100.0	722.0	1	1	False	False
PX093639_83	60	84.8	AFDB:AF-A0A483WJY8-F1	84.8	87.0	1052.0	57	52	False	False
PX104388_190	130	91.3	AFDB:AF-0000000003546393	91.3	51.0	1044.0	8	7	False	False
PX104388_191	418	78.1	AFDB:AF-A0A5V3UY86-F1	78.1	87.0	944.0	253	12	False	False
PX282428_198	118	81.9	AFDB:AF-0000000000095512	81.9	60.0	972.0	8	8	False	False
PX282428_201	119	66.1	AFDB:AF-0000000005973263	66.1	75.0	694.0	13	10	False	False
PX641096.1_80	126	37.5	AFDB:AF-0000000000074597	37.5	74.0	387.0	1	0	False	True
PX670367_4	126	37.3	AFDB:AF-0000000000074597	37.3	74.0	386.0	1	0	False	True
PX670396.1_8	1	92.0	AFDB:AF-0000000000327918	92.0	100.0	1212.0	1	1	False	False
PX670400.1_7	1	56.6	AFDB:AF-0000000000327918	56.6	100.0	735.0	1	1	False	False
PX670403.1_7	1	55.6	AFDB:AF-0000000000327918	55.6	100.0	709.0	1	1	False	False
PX670405.1_7	1	55.4	AFDB:AF-0000000000327918	55.4	100.0	707.0	1	1	False	False
PX670406.1_20	126	37.0	AFDB:AF-0000000000074597	37.0	74.0	380.0	1	0	False	True
PX670408.1_47	72	98.0	AFDB:AF-0000000000159966	97.5	44.0	887.0	3	0	False	True
PX670411.1_7	1	55.7	AFDB:AF-0000000000327918	55.7	100.0	714.0	1	1	False	False
PX694424.1_44	71	98.1	AFDB:AF-0000000000159966	98.0	44.0	891.0	3	0	False	True
PX733326.1_53	1	55.8	AFDB:AF-0000000000327918	55.8	100.0	723.0	1	1	False	False
PX828365.1_45	71	99.2	AFDB:AF-0000000000159966	98.4	36.0	643.0	3	2	False	False
PX906549.1_9	439	81.6	AFDB:AF-A0A706LZH8-F1	81.6	87.0	920.0	248	201	False	False
PX908297.1_44	70	99.3	AFDB:AF-0000000000159966	98.4	44.0	892.0	3	0	False	True
PX908298.1_44	72	99.2	AFDB:AF-0000000000159966	98.4	44.0	892.0	3	0	False	True
PX908299.1_44	72	98.6	AFDB:AF-0000000000159966	98.7	44.0	892.0	3	0	False	True
PX908300.1_44	72	98.8	AFDB:AF-0000000000159966	98.4	44.0	892.0	3	0	False	True
PX908301.1_45	72	98.9	AFDB:AF-0000000000159966	98.2	44.0	888.0	3	0	False	True
PX915674.1_42	70	98.4	AFDB:AF-0000000000159966	97.8	44.0	886.0	3	0	False	True
PX915675.1_44	71	97.9	AFDB:AF-0000000000159966	96.9	44.0	881.0	3	0	False	True
PX943615.1_45	3	83.6	AFDB:AF-0000000000327918	83.6	100.0	1108.0	1	1	False	False
PX974311.1_48	72	98.0	AFDB:AF-0000000000159966	97.3	44.0	885.0	3	0	False	True
PX979744.1_52	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	704.0	1	1	False	False
PX979745.1_53	1	54.9	AFDB:AF-0000000000327918	54.9	100.0	704.0	1	1	False	False
PZ055532.1_44	92	83.8	AFDB:AF-A0A483WJY8-F1	83.8	73.0	1035.0	58	53	False	False
PZ069137.1_64	425	77.4	AFDB:AF-A0A706LZH8-F1	77.4	94.0	924.0	254	207	False	False
PZ091928.1_11	19	47.2	AFDB:AF-0000000013980450	47.2	94.0	554.0	11	1	False	False
REP_184_43	83	98.4	AFDB:AF-A0ABD7NVM0-F1	91.1	86.0	977.0	26	19	False	False
REP_DepoCat_0367_12	64	100.0	AFDB:AF-0000000011269601	98.1	74.0	947.0	45	36	False	False
REP_DepoCat_0391_03	128	100.0	AFDB:AF-0000000010541124	94.7	100.0	1384.0	32	31	False	False
REP_DepoCat_0496_72	19	100.0	AFDB:AF-0000000016794157	65.7	32.0	347.0	2	0	False	True
REP_DepoCat_0574_17	119	100.0	AFDB:AF-0000000015556028	94.8	100.0	1694.0	9	9	False	False
REP_DepoCat_1248_57	57	100.0	AFDB:AF-A0A422ZYV9-F1	93.4	82.0	876.0	1	1	False	False
REP_DepoCat_1723_59	57	100.0	AFDB:AF-0000000006626907	88.0	51.0	792.0	9	3	False	False
REP_DepoCat_248_38	25	100.0	AFDB:AF-0000000014352432	94.8	100.0	855.0	6	6	False	False
REP_DepoCat_617_77	111	100.0	AFDB:AF-0000000017910728	85.0	61.0	1078.0	13	8	False	False
REP_DepoCat_738_68	93	100.0	AFDB:AF-0000000004114240	88.4	104.0	1305.0	17	10	False	False
REP_DepoCat_914_77	92	100.0	AFDB:AF-0000000001678724	94.9	99.0	1275.0	30	28	False	False
REP_DepoCat_CDS_0281	52	100.0	AFDB:AF-0000000010140529	94.4	100.0	1138.0	44	43	False	False
REP_DepoCat_Dep108.1	7	100.0	AFDB:AF-0000000004239847	32.3	100.0	247.0	1	0	False	True
REP_DepoCat_Dep42	53	100.0	AFDB:AF-0000000000127717	51.8	62.0	446.0	4	1	False	False
REP_DepoCat_Dpo43	34	100.0	AFDB:AF-0000000013980450	80.5	100.0	972.0	28	11	False	False
REP_FKANgp232	61	55.4	AFDB:AF-A0AAP9XV02-F1	55.4	94.0	602.0	35	20	False	False
REP_KLEO13gp10	54	51.7	AFDB:AF-A0AAE7H5P6-F1	51.7	64.0	471.0	2	1	False	False
REP_KP24gp300	28	39.8	AFDB:AF-A0AAX1L3I7-F1	39.8	86.0	318.0	22	0	False	True
REP_OOM_MN342150_206	97	99.5	AFDB:AF-0000000000021940	91.9	44.0	937.0	0	0	True	True
REP_OOM_MN871502_209	116	99.9	AFDB:AF-0000000000192189	99.9	66.0	1552.0	5	4	False	False
REP_OOM_MW021757_123	94	98.0	AFDB:AF-0000000000053468	88.2	46.0	938.0	0	0	True	True
REP_OOM_MW355475_67	116	99.9	AFDB:AF-0000000000192189	99.9	66.0	1552.0	5	4	False	False
REP_OOM_NC_031128_115	116	99.1	AFDB:AF-0000000000192189	99.1	66.0	1540.0	5	4	False	False
REP_OOM_NC_042061_132	94	98.2	AFDB:AF-0000000000053468	88.4	46.0	938.0	0	0	True	True
REP_OOM_NC_049396_161	116	95.7	AFDB:AF-0000000000192189	95.7	67.0	1461.0	8	7	False	False
REP_OOM_NC_049443_203	116	98.8	AFDB:AF-0000000000192189	98.8	66.0	1536.0	7	6	False	False
REP_OOM_NC_049504_6	116	98.8	AFDB:AF-0000000000192189	98.8	66.0	1536.0	7	6	False	False
REP_OOM_OM681507_133	80	97.8	AFDB:AF-0000000000192189	97.8	66.0	1526.0	5	4	False	False
REP_OOM_OP610151_174	94	99.6	AFDB:AF-0000000000053468	88.4	46.0	938.0	0	0	True	True
REP_OOM_OP828573_111	116	98.7	AFDB:AF-0000000000192189	98.7	66.0	1535.0	5	4	False	False
REP_OOM_OR122688_207	97	99.7	AFDB:AF-0000000000021940	91.9	44.0	937.0	0	0	True	True
REP_OOM_OR228402_191	159	91.3	AFDB:AF-A0A721FEJ8-F1	91.3	70.0	1557.0	27	11	False	False
REP_OOM_PP588724_15	116	99.2	AFDB:AF-0000000000192189	99.2	66.0	1531.0	5	4	False	False
REP_OOM_PP761450_176	72	95.6	AFDB:AF-0000000010734504	95.6	42.0	935.0	0	0	True	True
REP_S2-2	26	36.8	AFDB:AF-0000000013088715	36.8	93.0	306.0	25	0	False	True
